source,title,authors,DOI,issue year,type,number of citations,link
scopus,Applications of genetic algorithm to portfolio optimization with practical transaction constraints,ChiangLin C.-Y.,10.2991/jcis.2006.273,2006,Conference paper,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847697657&doi=10.2991%2fjcis.2006.273&partnerID=40&md5=48c2f1ab22a2af9008ce20f907f71b2d
scopus,Using genetic algorithm to support portfolio optimization for index fund management,Oh K.J.; Kim T.Y.; Min S.,10.1016/j.eswa.2004.10.014,2005,Article,143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-11244275546&doi=10.1016%2fj.eswa.2004.10.014&partnerID=40&md5=7e07a2524fb40b05efeade5e2ee75f47
scopus,An interior point algorithm for large scale portfolio optimization,Takehara H.,10.1007/BF02282059,1993,Article,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344493177&doi=10.1007%2fBF02282059&partnerID=40&md5=0bcd2a61a737b4bcaecfeac2d1e2acd5
scopus,A combination genetic algorithm with applications on portfolio optimization,Chen J.-S.; Hou J.-L.,10.1007/11779568_23,2006,Conference paper,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746215717&doi=10.1007%2f11779568_23&partnerID=40&md5=6fba9e682cebb5b5623d20fe2c26c045
scopus,Multi objective portfolio optimization models and its solution using genetic algorithms,Chiranjeevi Ch.; Sastry V.N.,10.1109/ICCIMA.2007.296,2008,Conference paper,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149146647&doi=10.1109%2fICCIMA.2007.296&partnerID=40&md5=dc4e2b74c969b2658d61084eb51d089d
scopus,Designing portfolios of financial products via integrated simulation and optimization models,Consiglio A.; Zenios S.A.,10.1287/opre.47.2.195,1999,Article,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032625979&doi=10.1287%2fopre.47.2.195&partnerID=40&md5=5da981c278af1c9d62ea5e3c26812739
scopus,A genetic algorithm for solving portfolio optimization problems with transaction costs and minimum transaction lots,Lin D.; Li X.; Li M.,10.1007/11539902_99,2005,Conference paper,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844542019&doi=10.1007%2f11539902_99&partnerID=40&md5=d96099990fb04b9fc5ee35a00018772c
scopus,Optimization of cardinality constrained portfolios with a hybrid local search algorithm,Maringer D.; Kellerer H.,10.1007/s00291-003-0139-1,2003,Article,102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442359837&doi=10.1007%2fs00291-003-0139-1&partnerID=40&md5=e50edffea24e5ba159cc6e0ff55fcda1
scopus,Portfolio optimization using multi-objective genetic algorithms,Skolpadungket P.; Dahal K.; Harnpornchai N.,10.1109/CEC.2007.4424514,2007,Conference paper,98,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955294923&doi=10.1109%2fCEC.2007.4424514&partnerID=40&md5=dbee5abb182e6d07cfad1e031ec9a3ae
scopus,"Portfolio optimization algorithms, simplified criteria, and security selection: A contrast and evaluation",Phillips H.E.,10.1007/BF02408415,1993,Article,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846141254&doi=10.1007%2fBF02408415&partnerID=40&md5=6014c674776c8c1c9c13d1def3e2fd48
scopus,Portfolio optimization models and a tabu search algorithm for the Kuwait Stock Exchange,Aldaihani M.M.; Aldeehani T.M.,,2008,Article,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950619291&partnerID=40&md5=1e3860c1fa78aa5a023064d88eea1e86
scopus,Investment stock portfolio with multi-stage genetic algorithm optimization,Chan M.-C.; Wong C.-C.; Luo W.D.; Cheung B.K.-S.,10.1007/3-540-32391-0_117,2005,Conference paper,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878792059&doi=10.1007%2f3-540-32391-0_117&partnerID=40&md5=b15e470fe9cdfc6ac61ec3b24211a433
scopus,An algorithm for portfolio optimization problem,Kim J.S.; Kim Y.C.; Shin K.Y.,,2005,Article,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244493291&partnerID=40&md5=c258bc9e2822e167d33dfc7624a647b7
scopus,"An algorithm for portfolio optimization with variable transaction costs, part 1: Theory",Best M.J.; Hlouskova J.,10.1007/s10957-007-9252-7,2007,Article,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148952936&doi=10.1007%2fs10957-007-9252-7&partnerID=40&md5=2c01c3ecbd9b529c61a818db7d352d3b
scopus,A double-stage genetic optimization algorithm for portfolio selection,Lai K.K.; Yu L.; Wang S.; Zhou C.,10.1007/11893295_102,2006,Conference paper,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750732598&doi=10.1007%2f11893295_102&partnerID=40&md5=0897b0a5dbd4cfbf2d81e796bc7f5b5a
scopus,An interactive algorithm for portfolio bi-criteria optimization of R&D projects in public organizations,Litvinchev I.; López F.,10.1134/s1064230708010048,2008,Article,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749146411&doi=10.1134%2fs1064230708010048&partnerID=40&md5=72b0e88575607da9e2cac611f46b63e8
scopus,An algorithm for portfolio optimization with transaction costs,Best M.J.; Hlouskova J.,10.1287/mnsc.1050.0418,2005,Article,37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744523602&doi=10.1287%2fmnsc.1050.0418&partnerID=40&md5=4c1726340ee27e0e1ec8144d2d9bc624
scopus,A parametric algorithm for the minimum norm point problem under a linear constraint and its application to portfolio optimization,Shi J.; Yamamoto Y.,,1997,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031277281&partnerID=40&md5=49f6297fb5d8117988e64665ad784739
scopus,An empimcal compawson between nonlinear programming optimization and simulated annealing (SA) algorithm under a higher moments Bayesian portfolio selection framework,Lu J.; Liechty M.,10.1109/WSC.2007.4419700,2007,Conference paper,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49749119151&doi=10.1109%2fWSC.2007.4419700&partnerID=40&md5=3527e299f047c7fba63c361f91db2a71
scopus,Optimization problems in the simulation of multifactor portfolio credit risk,Kang W.; Lee K.,10.1007/11751595_82,2006,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745896815&doi=10.1007%2f11751595_82&partnerID=40&md5=cccc30c85f59cbbae11afbbc546808e5
scopus,"An algorithm for portfolio optimization with variable transaction costs, part 2: Computational analysis",Best M.J.; Hlouskova J.,10.1007/s10957-007-9249-2,2007,Article,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148981858&doi=10.1007%2fs10957-007-9249-2&partnerID=40&md5=df688d6ac115fe08cccb9046c6742050
scopus,Application of genetic algorithms in portfolio optimization for the oil and gas industry,Fichter Daniel P.,,2000,Conference paper,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034515413&partnerID=40&md5=1f21190abfa49a110354e737f5a6a2e9
scopus,Portfolio optimization model and its intelligent algorithm in credit risk,Ma X.-X.; Zhao Q.-Z.; Liu F.-A.,,2007,Article,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248995970&partnerID=40&md5=132932eb90229bbd01e7f81ea3c2ff5a
scopus,Applications of genetic algorithm for artificial neural network model discovery and performance surface optimization in finance,Hayward S.,10.1007/11539087_161,2005,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844533316&doi=10.1007%2f11539087_161&partnerID=40&md5=61b1714e64cd2ad7eee3785cf18bf97c
scopus,Optimization of Decision Tree and Simulation Portfolios: A Comparison,Erdogan M.; Mudford B.; Chenoweth G.; Holeywell R.; Jakubson J.,10.2523/68575-ms,2001,Conference paper,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1142279453&doi=10.2523%2f68575-ms&partnerID=40&md5=40259ee509303f6e6e64db99602d75c7
scopus,On portfolio investment model using ant colony optimization algorithm,Zhou J.; Zhang H.; Tian J.,10.1109/CHICC.2006.4347390,2007,Conference paper,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37749017030&doi=10.1109%2fCHICC.2006.4347390&partnerID=40&md5=d1f0f66ef8fde554e3fbe9b772678f9d
,,,,,,,
ieeexplore,Dynamic Portfolio Optimization via Augmented DDPG with Quantum Price Levels-Based Trading Strategy,R. Lin; Z. Xing; M. Ma; R. S. T. Lee,10.1109/IJCNN54540.2023.10191785,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191785
ieeexplore,The Visualization Tool for Portfolio Optimization Based on Quantum-inspired Metaheuristic Algorithms,L. -E. Huang; K. -N. Hsu; S. -Y. Kuo; Y. -H. Chou; C. -C. Yang; Y. -T. Tsai; S. -T. Lo; J. -H. Tang,, ,,,
ieeexplore,Comparative Study between Quantum and Classical Methods: Few Observations from Portfolio Optimization Problem,S. S. Tripathy; N. Koul; H. Patel,10.1109/TQCEBT54229.2022.10041475,2022,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041475
ieeexplore,Portfolio Optimization in Both Long and Short Selling Trading Using Trend Ratios and Quantum-Inspired Evolutionary Algorithms,Y. -H. Chou; Y. -C. Jiang; S. -Y. Kuo,10.1109/ACCESS.2021.3126652,2021,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9606934
ieeexplore,Portfolio optimization Decision-Making System by Quantum-inspired Metaheuristics and Trend Ratio,Y. -T. Lai; M. -H. Chang; Y. F. Tong; Y. -C. Jiang; Y. -H. Chou; S. -Y. Kuo,, ,,8,
ieeexplore,Backtesting Quantum Computing Algorithms for Portfolio Optimization,G. Carrascal; P. Hernamperez; G. Botella; A. d. Barrio,10.1109/TQE.2023.3337328,2024,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329473
ieeexplore,Optimization of Credit Score Card Portfolio Based on QUBO Model with Quantum Annealing Algorithm,S. Feng; J. Shi; R. Zhang; Y. Wang; F. Chen; X. Wang,10.1109/ICEACE60673.2023.10441858,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10441858
ieeexplore,A Systematic Literature Review of Classical and Quantum Machine Learning Approaches for Mutual Fund Portfolio Optimization,L. Fernandes; M. Kulkarni; M. B. Pande,10.1109/PuneCon58714.2023.10450063,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10450063
ieeexplore,An Innovative Quantum-Inspired Hybrid Strategy and In-Depth Analysis of Cross-Market Portfolio Optimization,Y. -C. Jiang; Y. -T. Lai; P. -C. Chen; K. -M. Wu; Y. -Y. Chang; Y. F. Tong; S. -Y. Kuo; Y. -H. Chou,10.1109/SMC53992.2023.10394528,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10394528
ieeexplore,Trend Ratio-Based Portfolio Optimization Model Adopting Entanglement-enhanced Quantum-Inspired Evolutionary Computation in the Global Financial Markets,Y. -C. Jiang; M. -H. Chang; Y. -Y. Chang; K. -M. Wu; P. -C. Chen; Y. F. Tong; Y. -T. Lai; S. -Y. Kuo; Y. -H. Chou,10.1109/CEC53210.2023.10254025,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254025
,,,,,,,
ieeexplore,A Sophisticated Optimization Algorithm for Obtaining a Group Trading Strategy Portfolio and Its Stop-Loss and Take-Profit Points,C. -H. Chen; Y. -H. Chen; M. -E. Wu; T. -P. Hong,10.1109/SMC.2018.00579,2018,,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8616576
ieeexplore,Lasso-based simulation for high-dimensional multi-period portfolio optimization,Z. Li; K. H. Tsang; H. Y. Wong,10.1093/imaman/dpz013,2019,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251107
ieeexplore,On Portfolio Investment Model Using Ant Colony Optimization Algorithm,Z. Jianguo; Z. Hui; T. Jiming,10.1109/CHICC.2006.4347390,2007,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4347390
ieeexplore,Implementation of e-New Local Search based Multiobjective Optimization Algorithm and Multiobjective Co-variance based Artificial Bee Colony Algorithm in Stocks Portfolio Optimization Problem,R. Ramadhiani; M. Yan; G. F. Hertono; B. D. Handari,10.1109/ICICOS.2018.8621646,2018,,3,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8621646
ieeexplore,Development of smart trading strategy system based on computer dynamic prediction models and algorithm optimization,Y. Wang; B. Zheng,10.1109/ICDSCA56264.2022.9988696,2022,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988696
ieeexplore,On the Use of Simulation-Optimization in Sustainability Aware Project Portfolio Management,M. Saiz; M. A. Lostumbo; A. A. Juan; D. Lopez-Lopez,10.1109/WSC48552.2020.9383941,2020,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9383941
ieeexplore,Portfolio Optimization Using Period Value at Risk Based on Historical Simulation Method,R. An; D. Wang; M. Huang; C. Xu,10.1109/CCDC.2019.8833273,2019,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8833273
ieeexplore,Portfolio optimization based on a computer simulation of securities rates of return from the bivariate normal distribution,D. Dukic; G. Dukic; M. Sesar,10.1109/ITI.2008.4588407,2008,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4588407
ieeexplore,Optimizing portfolio tail measures: Asymptotics and efficient simulation optimization,S. Juneja,10.1109/WSC.2008.4736122,2008,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4736122
ieeexplore,Loan portfolio optimization using Genetic Algorithm: A case of credit constraints,N. Metawa; M. Elhoseny; M. K. Hassan; A. E. Hassanien,10.1109/ICENCO.2016.7856446,2016,,36,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7856446
ieeexplore,Resolving multi objective stock portfolio optimization problem using genetic algorithm,Hoklie; L. R. Zuhal,10.1109/ICCAE.2010.5451372,2010,,21,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5451372
ieeexplore,Portfolio Optimization Based on Novel Risk Assessment Strategy with Genetic Algorithm,B. -Y. Liao; H. -W. Chen; S. -Y. Kuo; Y. -H. Chou,10.1109/SMC.2015.498,2015,,10,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7379630
ieeexplore,Portfolio management assessment by four multiobjective optimization algorithm,S. K. Mishra; G. Panda; S. Meher; R. Majhi; M. Singh,10.1109/RAICS.2011.6069328,2011,,8,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6069328
ieeexplore,A new evolutionary algorithm based on MOEA/D for portfolio optimization,H. Zhang; Y. Zhao; F. Wang; A. Zhang; P. Yang; X. Shen,10.1109/ICACI.2018.8377569,2018,,6,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377569
ieeexplore,Multi-objective indicator based evolutionary algorithm for portfolio optimization,S. S. Bhagavatula; S. G. Sanjeevi; D. Kumar; C. K. Yadav,10.1109/IAdCC.2014.6779499,2014,,4,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6779499
ieeexplore,A Particle Swarm Optimization Algorithm Based on Diffusion-Repulsion and Application to Portfolio Selection,W. Jiang; Y. Zhang; J. Xie,10.1109/ISISE.2008.248,2008,,4,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4732442
ieeexplore,PQPSO Algorithm in Multi-Stage Portfolio Optimization System,Y. Ma; L. Yang; D. Yang,10.1109/IWISA.2009.5073013,2009,,3,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5073013
ieeexplore,Multi-objective Portfolio Optimization Based on Fuzzy Genetic Algorithm,H. Yi; J. Yang,10.1109/CIS.2013.26,2013,,3,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6746362
ieeexplore,An island-based algorithm for group stock portfolio optimization,C. -H. Chen; W. -Y. Shen; T. -P. Hong; J. -H. Su,10.1109/IFSA-SCIS.2017.8023354,2017,,3,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8023354
ieeexplore,Cardinality-constrained Portfolio optimization using an improved quick Artificial Bee Colony Algorithm,D. Suthiwong; M. Sodanil,10.1109/ICSEC.2016.7859943,2016,,3,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7859943
ieeexplore,Genetic Algorithm and MS Solver for Portfolio Optimization under Exogenous Influence,R. A. Shaikh; A. Abbas,10.1109/ICCEE.2009.173,2009,,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5380182
ieeexplore,Research on Portfolio Optimization Based on Affinity Propagation and Genetic Algorithm,C. Liu; W. Gan; Y. Chen,10.1109/WISA.2017.9,2017,,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8332598
ieeexplore,Artificial bee colony algorithm for portfolio optimization,M. Ge,10.1109/ICICIP.2014.7010297,2014,,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7010297
ieeexplore,Algorithm based on heuristic subspace searching strategy for solving investment portfolio optimization problems,Dazhi Jiang; Zhijian Wu; Jun Zou; Ming Wei; Lishan Kang,10.1109/CEC.2008.4630858,2008,,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4630858
ieeexplore,Improved particle swarm algorithm for portfolio optimization problem,Jianguo Cao; Liang Tao,10.1109/ICINDMA.2010.5538246,2010,,1,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5538246
ieeexplore,Pivoting Algorithm for Mean Lower Semi-Absolute Deviation Portfolio Optimization Model,Y. Liu; Z. Zhang,10.1109/MMIT.2010.83,2010,,1,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474282
ieeexplore,Self-adaptive Ant Algorithm for Solving Real Estate Portfolio Optimization,Z. Shu-jing; L. Yan-cang; Z. Zhong-da,10.1109/ISCID.2008.55,2008,,1,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4725600
ieeexplore,A genetic relation algorithm with guided mutation for the large-scale portfolio optimization,Y. Chen; C. Yue; S. Mabu; K. Hirasawa,,2009,,1,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5335350
ieeexplore,A class of loan portfolio models in fuzzy random environments and hybrid optimization algorithm,Y. -F. Ning,10.1109/ICMLC.2009.5212481,2009,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5212481
ieeexplore,Applying Random Forest Algorithm and Mean-Variance Model in Portfolio Optimization in the China Stock Market,C. -C. Lin; C. -H. Tseng; S. -L. Ho,10.1109/ECICE59523.2023.10382968,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10382968
ieeexplore,An empirical comparison between nonlinear programming optimization and simulated annealing (SA) algorithm under a higher moments bayesian portfolio selection framework,Jingjing Lu; M. Liechty,10.1109/WSC.2007.4419700,2007,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4419700
ieeexplore,Research on Power Grid Multi-Project Portfolio Investment Optimization Decision Based on RWCS Search Algorithm,Y. Liu,10.1109/SMARTGENCON60755.2023.10441864,2023,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10441864
ieeexplore,An Evolutionary-based Algorithm for Multi-Period Grouping Stock Portfolio Optimization,C. -H. Chen; C. -Y. Cheng; T. -P. Hong; M. -E. Wu; K. W. Lin; J. C. -W. Lin,10.1109/SMC.2019.8914400,2019,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8914400
ieeexplore,A Parametric Algorithm for Long-Short Portfolio Optimization,Y. Liu; Z. Zhang; F. Xiong; L. Fang,10.1109/WKDD.2008.97,2008,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4470394
ieeexplore,A modified firefly algorithm for fuzzy portfolio optimization model,Y. Wang; W. Chen,10.1109/CCDC.2016.7531711,2016,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7531711
